record_type,seed,id,true_label,misa_prediction,misa_abs_error,comparator,comparator_prediction,comparator_abs_error,error_difference,model,target_bin,n,target_min_observed,target_max_observed,mae,rmse,bias
MISA_worse_than_MulT_top20,42,6uPGcKTpC4I$_$2,0.0,2.476830005645752,2.476830005645752,MulT,0.5222768783569336,0.5222768783569336,1.9545531272888184,,,,,,,,
MISA_worse_than_MulT_top20,42,243646$_$11,-0.6666666865348816,-3.2881672382354736,2.621500551700592,MulT,-1.3357362747192383,0.6690695881843567,1.9524309635162354,,,,,,,,
MISA_worse_than_MulT_top20,42,rwNlqh0k1j4$_$3,-0.6666666865348816,-3.3855717182159424,2.718905031681061,MulT,-1.4371209144592285,0.7704542279243469,1.9484508037567139,,,,,,,,
MISA_worse_than_MulT_top20,42,216097$_$7,-0.3333333432674408,2.72478985786438,3.0581232011318207,MulT,0.8101259469985962,1.143459290266037,1.9146639108657837,,,,,,,,
MISA_worse_than_MulT_top20,42,6uPGcKTpC4I$_$1,0.0,2.38725209236145,2.38725209236145,MulT,0.49109068512916565,0.49109068512916565,1.8961614072322845,,,,,,,,
MISA_worse_than_P2_top20,42,102858$_$20,2.0,-2.070787191390991,4.070787191390991,P2,0.29661059379577637,1.7033894062042236,2.3673977851867676,,,,,,,,
MISA_worse_than_P2_top20,42,nUZYqTRSGDw$_$4,-0.6666666865348816,-3.080679416656494,2.4140127301216125,P2,-0.7461033463478088,0.07943665981292725,2.3345760703086853,,,,,,,,
MISA_worse_than_P2_top20,42,0utROiKxejc$_$4,0.0,-3.37370228767395,3.37370228767395,P2,-1.056559681892395,1.056559681892395,2.317142605781555,,,,,,,,
MISA_worse_than_P2_top20,42,uooIiW6dEyg$_$1,-0.3333333432674408,-2.9282214641571045,2.5948881208896637,P2,-0.670466959476471,0.33713361620903015,2.2577545046806335,,,,,,,,
MISA_worse_than_P2_top20,42,236021$_$4,0.6666666865348816,-2.9568450450897217,3.6235117316246033,P2,-0.7265094518661499,1.3931761384010315,2.2303355932235718,,,,,,,,
MISA_worse_than_P2_top20,42,130456$_$11,1.6666666269302368,-3.3172523975372314,4.983919024467468,P2,-1.087048888206482,2.7537155151367188,2.2302035093307495,,,,,,,,
MISA_worse_than_P2_top20,42,rwNlqh0k1j4$_$3,-0.6666666865348816,-3.3855717182159424,2.718905031681061,P2,-1.155894160270691,0.4892274737358093,2.2296775579452515,,,,,,,,
MISA_worse_than_P2_top20,42,FB_b1dm0SRY$_$6,0.6666666865348816,-2.2163336277008057,2.8830003142356873,P2,-0.082961305975914,0.7496279925107956,2.1333723217248917,,,,,,,,
MISA_worse_than_P2_top20,42,HmXXW45eZL4$_$4,0.0,-3.2525904178619385,3.2525904178619385,P2,-1.1258260011672974,1.1258260011672974,2.126764416694641,,,,,,,,
MISA_worse_than_P2_top20,42,ZaoFHcbRM9g$_$8,-1.0,-3.1880524158477783,2.1880524158477783,P2,-1.1096386909484863,0.10963869094848633,2.078413724899292,,,,,,,,
MISA_worse_than_P2_top20,42,Baz0VVQ-E9E$_$10,-0.3333333432674408,-3.1294734477996826,2.796140104532242,P2,-1.0791960954666138,0.745862752199173,2.050277352333069,,,,,,,,
MISA_worse_than_P2_top20,42,_gzYkdjNvPc$_$17,-1.3333333730697632,-3.4553353786468506,2.1220020055770874,P2,-1.2444623708724976,0.08887100219726562,2.0331310033798218,,,,,,,,
MISA_worse_than_P2_top20,42,188343$_$8,-1.3333333730697632,-3.4912214279174805,2.1578880548477173,P2,-1.458968997001648,0.12563562393188477,2.0322524309158325,,,,,,,,
MISA_worse_than_P2_top20,42,f_ZJ7L14oYQ$_$21,2.0,-3.304328441619873,5.304328441619873,P2,-1.2803031206130981,3.280303120613098,2.024025321006775,,,,,,,,
MISA_worse_than_P2_top20,42,MCsvw5-7lVE$_$4,0.0,2.8675477504730225,2.8675477504730225,P2,0.8495426177978516,0.8495426177978516,2.018005132675171,,,,,,,,
MISA_worse_than_P2_top20,42,257247$_$10,-0.3333333432674408,-3.3564293384552,3.0230959951877594,P2,-1.403075098991394,1.0697417557239532,1.9533542394638062,,,,,,,,
MISA_worse_than_P2_top20,42,128059$_$11,-1.0,-3.5424604415893555,2.5424604415893555,P2,-1.6265788078308105,0.6265788078308105,1.915881633758545,,,,,,,,
MISA_worse_than_P2_top20,42,MjaaudUc5-4$_$3,0.6666666865348816,2.5971786975860596,1.930512011051178,P2,0.7070888876914978,0.04042220115661621,1.8900898098945618,,,,,,,,
MISA_worse_than_P2_top20,42,237009$_$4,0.3333333432674408,2.43011474609375,2.096781402826309,P2,0.11179515719413757,0.22153818607330322,1.875243216753006,,,,,,,,
MISA_worse_than_P2_top20,42,dBWvtPeHpWM$_$4,0.6666666865348816,2.601343870162964,1.9346771836280823,P2,0.7341614365577698,0.06749475002288818,1.867182433605194,,,,,,,,
common_top20_hard_case,42,f_ZJ7L14oYQ$_$21,2.0,-3.304328441619873,5.304328441619873,MulT+P2,-1.523782730102539,3.523782730102539,4.117297967274983,,,,,,,,
common_top20_hard_case,42,266791$_$23,-2.6666667461395264,0.8093089461326599,3.4759756922721863,MulT+P2,0.5806585848331451,3.2473253309726715,3.3235421180725098,,,,,,,,
common_top20_hard_case,42,130456$_$11,1.6666666269302368,-3.3172523975372314,4.983919024467468,MulT+P2,-0.7946670651435852,2.461333692073822,3.3021954695383706,,,,,,,,
common_top20_hard_case,42,102858$_$6,2.6666667461395264,-0.5617124438285828,3.228379189968109,MulT+P2,0.04628892242908478,2.6203778237104416,2.823044945796331,,,,,,,,
common_top20_hard_case,42,102858$_$21,1.0,-2.250736951828003,3.250736951828003,MulT+P2,-1.303259551525116,2.303259551525116,2.619085351626078,,,,,,,,
common_top20_hard_case,42,rwNlqh0k1j4$_$15,-0.6666666865348816,2.581249475479126,3.2479161620140076,MulT+P2,1.3948222994804382,2.06148898601532,2.4569647113482156,,,,,,,,
MISA_worse_than_MulT_top20,43,PyQrAYl1bFs$_$4,0.1666666716337204,2.461977005004883,2.2953103333711624,MulT,0.6516777276992798,0.4850110560655594,1.810299277305603,,,,,,,,
MISA_worse_than_MulT_top20,43,266791$_$11,1.0,-1.991812825202942,2.991812825202942,MulT,-0.2671554684638977,1.2671554684638977,1.7246573567390442,,,,,,,,
MISA_worse_than_MulT_top20,43,5O1W39o56gg$_$9,0.3333333432674408,2.558509588241577,2.2251762449741364,MulT,0.9001039862632751,0.5667706429958344,1.658405601978302,,,,,,,,
MISA_worse_than_MulT_top20,43,vbr3EA8cJTI$_$6,1.0,2.7395107746124268,1.7395107746124268,MulT,1.146087408065796,0.1460874080657959,1.5934233665466309,,,,,,,,
MISA_worse_than_MulT_top20,43,RArhIHk4Qs4$_$21,0.0,2.4155359268188477,2.4155359268188477,MulT,0.8586369752883911,0.8586369752883911,1.5568989515304565,,,,,,,,
MISA_worse_than_MulT_top20,43,4cFeG2ydm9A$_$8,1.0,2.60284423828125,1.60284423828125,MulT,1.0523693561553955,0.05236935615539551,1.5504748821258545,,,,,,,,
MISA_worse_than_MulT_top20,43,128059$_$11,-1.0,-2.824471950531006,1.8244719505310059,MulT,-0.6968860030174255,0.30311399698257446,1.5213579535484314,,,,,,,,
MISA_worse_than_MulT_top20,43,MjaaudUc5-4$_$3,0.6666666865348816,2.229093313217163,1.5624266266822815,MulT,0.7368881702423096,0.07022148370742798,1.4922051429748535,,,,,,,,
MISA_worse_than_MulT_top20,43,VbV9S4svrTg$_$7,1.0,2.65183687210083,1.65183687210083,MulT,1.1626529693603516,0.16265296936035156,1.4891839027404785,,,,,,,,
MISA_worse_than_MulT_top20,43,icbUzboLcDQ$_$0,-0.6666666865348816,2.3156394958496094,2.982306182384491,MulT,0.8342573642730713,1.5009240508079529,1.481382131576538,,,,,,,,
MISA_worse_than_MulT_top20,43,kfsO4c0Ekes$_$7,0.6666666865348816,2.43727445602417,1.7706077694892883,MulT,0.9864723086357117,0.3198056221008301,1.4508021473884583,,,,,,,,
MISA_worse_than_MulT_top20,43,Baz0VVQ-E9E$_$5,-0.6666666865348816,-2.3841278553009033,1.7174611687660217,MulT,-0.3955020308494568,0.2711646556854248,1.446296513080597,,,,,,,,
MISA_worse_than_MulT_top20,43,g8Cl74tS3oY$_$6,0.6666666865348816,2.317044258117676,1.6503775715827942,MulT,0.8759315609931946,0.209264874458313,1.4411126971244812,,,,,,,,
MISA_worse_than_MulT_top20,43,130456$_$5,-0.3333333432674408,-1.9660674333572388,1.632734090089798,MulT,-0.5250097513198853,0.19167640805244446,1.4410576820373535,,,,,,,,
MISA_worse_than_MulT_top20,43,223431$_$10,-1.0,1.9474003314971924,2.9474003314971924,MulT,0.5118888020515442,1.5118888020515442,1.4355115294456482,,,,,,,,
MISA_worse_than_MulT_top20,43,102858$_$20,2.0,-1.4020097255706787,3.4020097255706787,MulT,0.020629897713661194,1.9793701022863388,1.42263962328434,,,,,,,,
MISA_worse_than_MulT_top20,43,257247$_$10,-0.3333333432674408,-2.564857006072998,2.2315236628055573,MulT,-1.1497392654418945,0.8164059221744537,1.4151177406311035,,,,,,,,
MISA_worse_than_MulT_top20,43,130456$_$7,-0.3333333432674408,-2.4304327964782715,2.0970994532108307,MulT,-1.0160183906555176,0.6826850473880768,1.414414405822754,,,,,,,,
MISA_worse_than_MulT_top20,43,0utROiKxejc$_$4,0.0,-2.201500654220581,2.201500654220581,MulT,-0.7935584783554077,0.7935584783554077,1.4079421758651733,,,,,,,,
MISA_worse_than_MulT_top20,43,qmMSumMloAs$_$3,1.0,2.6055338382720947,1.6055338382720947,MulT,1.2215598821640015,0.22155988216400146,1.3839739561080933,,,,,,,,
MISA_worse_than_P2_top20,43,Baz0VVQ-E9E$_$5,-0.6666666865348816,-2.3841278553009033,1.7174611687660217,P2,-0.7308968305587769,0.06423014402389526,1.6532310247421265,,,,,,,,
MISA_worse_than_P2_top20,43,80855$_$12,0.0,-2.3169021606445312,2.3169021606445312,P2,-0.8292407393455505,0.8292407393455505,1.4876614212989807,,,,,,,,
MISA_worse_than_P2_top20,43,rwNlqh0k1j4$_$3,-0.6666666865348816,-2.4422757625579834,1.7756090760231018,P2,-1.011047601699829,0.3443809151649475,1.4312281608581543,,,,,,,,
MISA_worse_than_P2_top20,43,vbr3EA8cJTI$_$6,1.0,2.7395107746124268,1.7395107746124268,P2,1.3178285360336304,0.31782853603363037,1.4216822385787964,,,,,,,,
MISA_worse_than_P2_top20,43,Ezn3p5FWF_U$_$4,1.0,2.419346570968628,1.419346570968628,P2,0.9957920908927917,0.004207909107208252,1.4151386618614197,,,,,,,,
MISA_worse_than_P2_top20,43,RArhIHk4Qs4$_$21,0.0,2.4155359268188477,2.4155359268188477,P2,1.0061262845993042,1.0061262845993042,1.4094096422195435,,,,,,,,
MISA_worse_than_P2_top20,43,4cFeG2ydm9A$_$8,1.0,2.60284423828125,1.60284423828125,P2,1.2112261056900024,0.21122610569000244,1.3916181325912476,,,,,,,,
MISA_worse_than_P2_top20,43,tXQpm-nKxNA$_$5,1.6666666269302368,3.0508508682250977,1.3841842412948608,P2,1.654057264328003,0.012609362602233887,1.371574878692627,,,,,,,,
MISA_worse_than_P2_top20,43,v9gjg7TDlTA$_$4,-0.6666666865348816,-2.0347955226898193,1.3681288361549377,P2,-0.6737399101257324,0.00707322359085083,1.361055612564087,,,,,,,,
MISA_worse_than_P2_top20,43,MoQmPA7Q07Q$_$2,1.6666666269302368,3.007246494293213,1.340579867362976,P2,1.6771663427352905,0.010499715805053711,1.3300801515579224,,,,,,,,
MISA_worse_than_P2_top20,43,PyQrAYl1bFs$_$4,0.1666666716337204,2.461977005004883,2.2953103333711624,P2,1.1465541124343872,0.9798874408006668,1.3154228925704956,,,,,,,,
MISA_worse_than_P2_top20,43,130456$_$7,-0.3333333432674408,-2.4304327964782715,2.0970994532108307,P2,-1.1313172578811646,0.7979839146137238,1.299115538597107,,,,,,,,
MISA_worse_than_P2_top20,43,VinxKpWioTo$_$5,0.6666666865348816,2.747304916381836,2.0806382298469543,P2,1.4513814449310303,0.7847147583961487,1.2959234714508057,,,,,,,,
MISA_worse_than_P2_top20,43,x2lOwQaAn4g$_$4,0.0,3.087399959564209,3.087399959564209,P2,1.7945271730422974,1.7945271730422974,1.2928727865219116,,,,,,,,
MISA_worse_than_P2_top20,43,lWf5hHRHIDs$_$11,1.0,2.3488221168518066,1.3488221168518066,P2,1.0670841932296753,0.06708419322967529,1.2817379236221313,,,,,,,,
MISA_worse_than_P2_top20,43,5O1W39o56gg$_$9,0.3333333432674408,2.558509588241577,2.2251762449741364,P2,1.2779453992843628,0.944612056016922,1.2805641889572144,,,,,,,,
MISA_worse_than_P2_top20,43,b-FX9NOVQOM$_$4,-1.3333333730697632,0.7395924925804138,2.072925865650177,P2,-0.526253342628479,0.8070800304412842,1.2658458352088928,,,,,,,,
MISA_worse_than_P2_top20,43,MjaaudUc5-4$_$3,0.6666666865348816,2.229093313217163,1.5624266266822815,P2,0.9660709500312805,0.2994042634963989,1.2630223631858826,,,,,,,,
MISA_worse_than_P2_top20,43,270254$_$8,-1.3333333730697632,-2.8935413360595703,1.5602079629898071,P2,-1.637528896331787,0.3041955232620239,1.2560124397277832,,,,,,,,
MISA_worse_than_P2_top20,43,AxNy9TeTLq8$_$0,1.3333333730697632,2.609996795654297,1.2766634225845337,P2,1.3069862127304077,0.02634716033935547,1.2503162622451782,,,,,,,,
common_top20_hard_case,43,f_ZJ7L14oYQ$_$21,2.0,-2.3843822479248047,4.384382247924805,MulT+P2,-1.5196301341056824,3.5196301341056824,3.8078808387120566,,,,,,,,
common_top20_hard_case,43,266791$_$23,-2.6666667461395264,0.7142704129219055,3.380937159061432,MulT+P2,0.5286209881305695,3.195287734270096,3.257170875867208,,,,,,,,
common_top20_hard_case,43,130456$_$11,1.6666666269302368,-2.1832332611083984,3.8498998880386353,MulT+P2,-1.0729026794433594,2.739569306373596,3.1096795002619424,,,,,,,,
common_top20_hard_case,43,102858$_$6,2.6666667461395264,-0.22558285295963287,2.8922495990991592,MulT+P2,-0.5495104193687439,3.2161771655082703,3.1082013100385666,,,,,,,,
common_top20_hard_case,43,102858$_$21,1.0,-1.77414870262146,2.77414870262146,MulT+P2,-1.3969908356666565,2.3969908356666565,2.522710124651591,,,,,,,,
common_top20_hard_case,43,2S00zYaVrtc$_$10,-2.6666667461395264,-0.23705187439918518,2.429614871740341,MulT+P2,-0.40792274475097656,2.25874400138855,2.31570095817248,,,,,,,,
MISA_worse_than_MulT_top20,44,188343$_$5,0.0,-2.534712314605713,2.534712314605713,MulT,0.1068195253610611,0.1068195253610611,2.427892789244652,,,,,,,,
MISA_worse_than_MulT_top20,44,80855$_$12,0.0,-2.9528918266296387,2.9528918266296387,MulT,-0.7577362060546875,0.7577362060546875,2.195155620574951,,,,,,,,
MISA_worse_than_MulT_top20,44,102858$_$20,2.0,-2.242640972137451,4.242640972137451,MulT,-0.07442343235015869,2.0744234323501587,2.1682175397872925,,,,,,,,
MISA_worse_than_MulT_top20,44,266791$_$11,1.0,-2.0772578716278076,3.0772578716278076,MulT,-0.018028143793344498,1.0180281437933445,2.059229727834463,,,,,,,,
MISA_worse_than_MulT_top20,44,130456$_$11,1.6666666269302368,-2.5722949504852295,4.238961577415466,MulT,-0.5152058005332947,2.1818724274635315,2.057089149951935,,,,,,,,
MISA_worse_than_MulT_top20,44,252998$_$7,1.3333333730697632,-2.469416379928589,3.802749752998352,MulT,-0.42046070098876953,1.7537940740585327,2.0489556789398193,,,,,,,,
MISA_worse_than_MulT_top20,44,zhE_68GMJIk$_$5,1.3333333730697632,-2.164668560028076,3.4980019330978394,MulT,-0.15439076721668243,1.4877241402864456,2.0102777928113937,,,,,,,,
MISA_worse_than_MulT_top20,44,236021$_$4,0.6666666865348816,-2.377568483352661,3.0442351698875427,MulT,-0.423945814371109,1.0906125009059906,1.9536226689815521,,,,,,,,
MISA_worse_than_MulT_top20,44,OrYBtyO0aPI$_$1,0.6666666865348816,-1.6503843069076538,2.3170509934425354,MulT,0.28307342529296875,0.38359326124191284,1.9334577322006226,,,,,,,,
MISA_worse_than_MulT_top20,44,5kaCGzjYukM$_$2,-0.3333333432674408,-2.399162530899048,2.065829187631607,MulT,-0.5022060871124268,0.16887274384498596,1.896956443786621,,,,,,,,
MISA_worse_than_MulT_top20,44,102408$_$5,-2.0,1.5910090208053589,3.591009020805359,MulT,-0.29098692536354065,1.7090130746364594,1.8819959461688995,,,,,,,,
MISA_worse_than_MulT_top20,44,b-FX9NOVQOM$_$4,-1.3333333730697632,1.4693392515182495,2.8026726245880127,MulT,-0.3964296281337738,0.9369037449359894,1.8657688796520233,,,,,,,,
MISA_worse_than_MulT_top20,44,216097$_$7,-0.3333333432674408,2.5717010498046875,2.9050343930721283,MulT,0.7370637655258179,1.0703971087932587,1.8346372842788696,,,,,,,,
MISA_worse_than_MulT_top20,44,Baz0VVQ-E9E$_$10,-0.3333333432674408,-2.498758554458618,2.1654252111911774,MulT,-0.6651901602745056,0.3318568170070648,1.8335683941841125,,,,,,,,
MISA_worse_than_MulT_top20,44,x2lOwQaAn4g$_$4,0.0,3.1781156063079834,3.1781156063079834,MulT,1.3572325706481934,1.3572325706481934,1.82088303565979,,,,,,,,
MISA_worse_than_MulT_top20,44,f_ZJ7L14oYQ$_$21,2.0,-2.7961041927337646,4.796104192733765,MulT,-1.0099767446517944,3.0099767446517944,1.7861274480819702,,,,,,,,
MISA_worse_than_MulT_top20,44,rwNlqh0k1j4$_$3,-0.6666666865348816,-2.764547109603882,2.0978804230690002,MulT,-0.9951332807540894,0.32846659421920776,1.7694138288497925,,,,,,,,
MISA_worse_than_MulT_top20,44,r5ijC2W9ddk$_$8,0.3333333432674408,2.398876190185547,2.065542846918106,MulT,0.7163689136505127,0.3830355703830719,1.6825072765350342,,,,,,,,
MISA_worse_than_MulT_top20,44,130456$_$7,-0.3333333432674408,-2.4834299087524414,2.1500965654850006,MulT,-0.8098474740982056,0.47651413083076477,1.6735824346542358,,,,,,,,
MISA_worse_than_MulT_top20,44,5i6AgQSjXO4$_$2,0.0,2.153517246246338,2.153517246246338,MulT,0.48090484738349915,0.48090484738349915,1.6726123988628387,,,,,,,,
MISA_worse_than_P2_top20,44,80855$_$12,0.0,-2.9528918266296387,2.9528918266296387,P2,-0.7082827091217041,0.7082827091217041,2.2446091175079346,,,,,,,,
MISA_worse_than_P2_top20,44,188343$_$5,0.0,-2.534712314605713,2.534712314605713,P2,-0.6812964677810669,0.6812964677810669,1.853415846824646,,,,,,,,
MISA_worse_than_P2_top20,44,102858$_$20,2.0,-2.242640972137451,4.242640972137451,P2,-0.3894444704055786,2.3894444704055786,1.8531965017318726,,,,,,,,
MISA_worse_than_P2_top20,44,Baz0VVQ-E9E$_$5,-0.6666666865348816,-2.3561501502990723,1.6894834637641907,P2,-0.7123556137084961,0.0456889271736145,1.6437945365905762,,,,,,,,
MISA_worse_than_P2_top20,44,b-FX9NOVQOM$_$4,-1.3333333730697632,1.4693392515182495,2.8026726245880127,P2,0.018166445195674896,1.351499818265438,1.4511728063225746,,,,,,,,
MISA_worse_than_P2_top20,44,236021$_$4,0.6666666865348816,-2.377568483352661,3.0442351698875427,P2,-0.9295603036880493,1.596226990222931,1.4480081796646118,,,,,,,,
MISA_worse_than_P2_top20,44,tXQpm-nKxNA$_$5,1.6666666269302368,3.1889302730560303,1.5222636461257935,P2,1.757528305053711,0.09086167812347412,1.4314019680023193,,,,,,,,
MISA_worse_than_P2_top20,44,270254$_$8,-1.3333333730697632,-3.022470235824585,1.6891368627548218,P2,-1.6248161792755127,0.2914828062057495,1.3976540565490723,,,,,,,,
MISA_worse_than_P2_top20,44,188343$_$9,1.0,-1.2908092737197876,2.2908092737197876,P2,0.10244590789079666,0.8975540921092033,1.3932551816105843,,,,,,,,
MISA_worse_than_P2_top20,44,5kaCGzjYukM$_$2,-0.3333333432674408,-2.399162530899048,2.065829187631607,P2,-1.020774006843567,0.6874406635761261,1.378388524055481,,,,,,,,
MISA_worse_than_P2_top20,44,f_ZJ7L14oYQ$_$21,2.0,-2.7961041927337646,4.796104192733765,P2,-1.4288560152053833,3.4288560152053833,1.3672481775283813,,,,,,,,
MISA_worse_than_P2_top20,44,ZaoFHcbRM9g$_$3,1.6666666269302368,-0.6499801278114319,2.3166467547416687,P2,0.7100396156311035,0.9566270112991333,1.3600197434425354,,,,,,,,
MISA_worse_than_P2_top20,44,MjaaudUc5-4$_$6,0.6666666865348816,-1.9597548246383667,2.6264215111732483,P2,-0.6046960353851318,1.2713627219200134,1.3550587892532349,,,,,,,,
MISA_worse_than_P2_top20,44,241629$_$10,-1.6666666269302368,-3.119060754776001,1.4523941278457642,P2,-1.7770113945007324,0.1103447675704956,1.3420493602752686,,,,,,,,
MISA_worse_than_P2_top20,44,_gzYkdjNvPc$_$1,-0.3333333432674408,-1.89055335521698,1.5572200119495392,P2,-0.5596017241477966,0.22626838088035583,1.3309516310691833,,,,,,,,
MISA_worse_than_P2_top20,44,dBWvtPeHpWM$_$4,0.6666666865348816,1.986533522605896,1.3198668360710144,P2,0.6647273302078247,0.0019393563270568848,1.3179274797439575,,,,,,,,
MISA_worse_than_P2_top20,44,x2lOwQaAn4g$_$4,0.0,3.1781156063079834,3.1781156063079834,P2,1.8638759851455688,1.8638759851455688,1.3142396211624146,,,,,,,,
MISA_worse_than_P2_top20,44,rwNlqh0k1j4$_$3,-0.6666666865348816,-2.764547109603882,2.0978804230690002,P2,-1.4511021375656128,0.7844354510307312,1.313444972038269,,,,,,,,
MISA_worse_than_P2_top20,44,AxNy9TeTLq8$_$0,1.3333333730697632,2.781078577041626,1.4477452039718628,P2,1.4724361896514893,0.13910281658172607,1.3086423873901367,,,,,,,,
MISA_worse_than_P2_top20,44,zhE_68GMJIk$_$5,1.3333333730697632,-2.164668560028076,3.4980019330978394,P2,-0.874017059803009,2.207350432872772,1.2906515002250671,,,,,,,,
common_top20_hard_case,44,f_ZJ7L14oYQ$_$21,2.0,-2.7961041927337646,4.796104192733765,MulT+P2,-1.2194163799285889,3.219416379928589,3.744978984196981,,,,,,,,
common_top20_hard_case,44,266791$_$23,-2.6666667461395264,0.5889763236045837,3.25564306974411,MulT+P2,0.7308193147182465,3.397486060857773,3.3502050638198853,,,,,,,,
common_top20_hard_case,44,130456$_$11,1.6666666269302368,-2.5722949504852295,4.238961577415466,MulT+P2,-0.9554131925106049,2.6220798194408417,3.161040405432383,,,,,,,,
common_top20_hard_case,44,102858$_$6,2.6666667461395264,-0.9315975904464722,3.5982643365859985,MulT+P2,-0.13229112327098846,2.798957869410515,3.0653933584690094,,,,,,,,
common_top20_hard_case,44,102858$_$20,2.0,-2.242640972137451,4.242640972137451,MulT+P2,-0.23193395137786865,2.2319339513778687,2.902169624964396,,,,,,,,
common_top20_hard_case,44,32681$_$5,0.3333333432674408,-2.9984939098358154,3.3318272531032562,MulT+P2,-1.7754797339439392,2.10881307721138,2.5164844691753387,,,,,,,,
common_top20_hard_case,44,rojyUp4FPSg$_$9,2.0,-1.008049726486206,3.008049726486206,MulT+P2,-0.13934515789151192,2.139345157891512,2.4289133474230766,,,,,,,,
target_intensity_bin,42,,,,,,,,,MISA,"[-3,-1)",85,-3.0,-1.3333333730697632,1.2239473402061882,1.4176101507393597,-0.06267103276708547
target_intensity_bin,42,,,,,,,,,MulT,"[-3,-1)",85,-3.0,-1.3333333730697632,1.1112931497833307,1.3055182990799334,1.0416384185938274
target_intensity_bin,42,,,,,,,,,P2,"[-3,-1)",85,-3.0,-1.3333333730697632,0.9219099144725239,1.1304224328938624,0.8686957375091665
target_intensity_bin,42,,,,,,,,,MISA,"[-1,0)",121,-1.0,-0.3333333432674408,1.0976342437250062,1.437253881055021,0.04900019735959936
target_intensity_bin,42,,,,,,,,,MulT,"[-1,0)",121,-1.0,-0.3333333432674408,0.6660689559480375,0.8090009431120693,0.4129102580434035
target_intensity_bin,42,,,,,,,,,P2,"[-1,0)",121,-1.0,-0.3333333432674408,0.5810925318928789,0.7340867642896548,0.29035065575572083
target_intensity_bin,42,,,,,,,,,MISA,"[0,1)",350,0.0,0.6666666865348816,0.933777851502278,1.2246049965647212,0.3866330322277333
target_intensity_bin,42,,,,,,,,,MulT,"[0,1)",350,0.0,0.6666666865348816,0.5102941904962063,0.6393155539993838,0.19436930522322654
target_intensity_bin,42,,,,,,,,,P2,"[0,1)",350,0.0,0.6666666865348816,0.45849182162966046,0.5938867695439081,0.016214213967323303
target_intensity_bin,42,,,,,,,,,MISA,"[1,3]",172,1.0,3.0,1.077268021094591,1.3791713127489658,0.173428023927087
target_intensity_bin,42,,,,,,,,,MulT,"[1,3]",172,1.0,3.0,0.7040319813978534,0.9192516161806563,-0.45359303893218206
target_intensity_bin,42,,,,,,,,,P2,"[1,3]",172,1.0,3.0,0.7771328980926164,1.0312294495954513,-0.686799892375982
